timestamp,time,time_elapsed,cpu_usage _%,cpu_temperature_C,clock_speed_GHz,cache_miss_rate_%,power_consumption_W
1/4/2025 0:00,12:27:00,0:00:00,71.51253588,69.81309757,2.135229598,0.812049895,83.09588929
1/4/2025 0:00,12:28:00,0:01:00,35.94334374,41.67828899,3.483300568,3.401010625,88.9638325
1/4/2025 0:00,12:28:00,0:00:00,76.55109301,72.78144802,3.085944791,0.427717796,76.51893565
1/4/2025 0:00,12:29:00,0:01:00,53.2028833,39.06955644,4.061355668,1.459451234,79.30518083
1/4/2025 0:00,12:29:00,0:00:00,58.46159921,47.11478807,3.699111155,0.896348225,86.00955971
1/4/2025 0:00,12:30:00,0:01:00,45.09869826,64.27307953,1.625329098,3.279811171,80.36734501
1/4/2025 0:00,12:31:00,0:01:00,85.95089689,50.73108147,3.425409407,11.36410292,85.07219063
1/4/2025 0:00,12:32:00,0:01:00,61.86210799,55.48133105,3.079747297,8.046545024,100.0837582
1/4/2025 0:00,12:33:00,0:01:00,42.80319078,38.46254252,1.547912785,4.306559862,35.74451431
1/4/2025 0:00,12:33:00,0:00:00,33.85239887,60.85770756,1.739252681,6.755090372,32.36653223
1/4/2025 0:00,12:34:00,0:01:00,76.20389712,49.23008774,3.291302701,0.04882039,100.8631798
1/4/2025 0:00,12:35:00,0:01:00,76.45096926,60.16414517,1.84653903,1.840683173,72.11020076
1/4/2025 0:00,12:35:00,0:00:00,65.34125379,64.91173058,2.361977135,9.714468991,57.06613746
1/4/2025 0:00,12:36:00,0:01:00,61.49123435,38.20506998,2.522304871,2.826821078,66.49231734
1/4/2025 0:00,12:36:00,0:00:00,43.16669433,68.32632149,3.9045181,0.497656004,100.329444
1/4/2025 0:00,12:37:00,0:01:00,62.22212191,64.21992081,2.573569998,14.55117504,73.46432465
1/4/2025 0:00,12:38:00,0:01:00,88.50226248,55.19036587,4.253369917,6.741062908,1045.90535
1/4/2025 0:00,12:38:00,0:00:00,53.79119721,72.8644228,3.904964754,18.02218734,91.38185448
1/4/2025 0:00,12:39:00,0:01:00,51.57146442,54.72071397,4.127220585,0.51396248,79.85288143
1/4/2025 0:00,12:39:00,0:00:00,100,70.89602467,2.317777718,17.98785685,71.98220022
1/4/2025 0:00,12:40:00,0:01:00,33.21803555,51.08998415,1.901161855,8.932394702,39.42399894
1/4/2025 0:00,12:40:00,0:00:00,61.98525651,58.20482403,2.836441739,7.587682061,108.2436601
1/4/2025 0:00,12:41:00,0:01:00,100,57.88683067,2.139710316,2.337179999,103.8264928
1/4/2025 0:00,12:41:00,0:00:00,39.76612256,67.84955461,3.7778035,12.79534946,74.14466178
1/4/2025 0:00,12:42:00,0:01:00,43.4534885,73.28063962,2.102461355,2.796735484,129.0432971
1/4/2025 0:00,12:43:00,0:01:00,69.64877661,58.66281076,3.186524703,11.23843292,48.42666812
1/4/2025 0:00,12:43:00,0:00:00,59.62990641,66.49480318,3.817012231,8.97378968,47.0245237
1/4/2025 0:00,12:44:00,0:01:00,65.5384371,43.67381955,2.822928032,0.506209605,57.151809
1/4/2025 0:00,12:44:00,0:00:00,75.8629615,65.8687501,2.701738144,5.311557024,34.23160636
1/4/2025 0:00,12:45:00,0:01:00,55.66953208,69.83504617,1.709913989,2.390739258,89.9187829
1/4/2025 0:00,12:45:00,0:00:00,44.51512983,74.70893453,3.33832997,0.09982356,72.25027269
1/4/2025 0:00,12:46:00,0:01:00,60.1327291,48.05434497,2.330672595,4.065461167,82.70235529
1/4/2025 0:00,12:46:00,0:00:00,38.94498426,55.81634976,3.895024694,10.82760832,89.67873928
1/4/2025 0:00,12:47:00,0:01:00,42.10640583,53.70093957,1.677557042,4.993050359,102.1431475
1/4/2025 0:00,12:47:00,0:00:00,46.12010415,58.10993628,2.319782366,11.02408792,103.5154259
1/4/2025 0:00,12:48:00,0:01:00,52.86573344,49.1873407,3.934941967,2.86652037,100.8821238
1/4/2025 0:00,12:48:00,0:00:00,77.64866682,57.02138808,2.133936624,5.814005856,66.80084348
1/4/2025 0:00,12:49:00,0:01:00,66.71939849,61.95854006,1.576946015,17.96787927,84.07290261
1/4/2025 0:00,12:49:00,0:00:00,70.22194011,74.83470561,3.545118342,1.265059476,77.65704248
1/4/2025 0:00,12:50:00,0:01:00,48.79438502,67.51250663,4.269080242,2.192114014,96.07758996
1/4/2025 0:00,12:50:00,0:00:00,24.30110676,67.67103031,2.237228564,6.275696634,80.9042284
1/4/2025 0:00,12:51:00,0:01:00,37.44490026,73.77686887,4.292365059,5.311572669,58.36727899
1/4/2025 0:00,12:52:00,0:01:00,60.73649368,51.95672421,1.616198589,9.911569931,73.46816949
1/4/2025 0:00,12:52:00,0:00:00,70.71832419,59.76282237,2.769435013,6.939255412,54.37185645
1/4/2025 0:00,12:53:00,0:01:00,51.41729994,73.25297834,2.796860412,5.158640249,105.8243265
1/4/2025 0:00,12:53:00,0:00:00,65.283166,73.57599815,4.177008087,0.498396074,82.55462064
1/4/2025 0:00,12:54:00,0:01:00,83.65295188,50.50112244,2.016227976,1.993387551,79.57442253
1/4/2025 0:00,12:54:00,0:00:00,37.93759824,60.84574222,2.692311195,0.538747791,72.10195353
1/4/2025 0:00,12:56:00,0:02:00,40.53785173,46.34396297,4.209284042,0.316675827,97.28309421
1/4/2025 0:00,12:56:00,0:00:00,24.95177631,62.72335067,2.733719828,1.530224795,102.0444297
1/4/2025 0:00,12:57:00,0:01:00,24.91197881,60.52691471,4.095995146,4.088902047,122.0569471
1/4/2025 0:00,12:57:00,0:00:00,72.33958855,71.18603577,1.617118521,7.487271463,87.60234339
1/4/2025 0:00,12:58:00,0:01:00,25.68312034,52.25317813,3.713766776,5.884917048,75.09590212
1/4/2025 0:00,12:59:00,0:01:00,41.17244993,61.41654221,4.3570537,9.334007585,61.15431217
1/4/2025 0:00,12:59:00,0:00:00,77.381226,68.55081449,1.995446286,0.338181382,104.5787054
1/4/2025 0:00,1:00:00,0:01:00,57.73165178,67.90502398,2.104623492,3.749283952,66.506119
1/4/2025 0:00,1:00:00,0:00:00,97.21764344,79.61309388,2.938222138,1.182728279,124.3651472
1/4/2025 0:00,1:01:00,0:01:00,39.93672962,59.89512571,4.397885827,9.35351415,72.9451471
1/4/2025 0:00,1:01:00,0:00:00,28.41676366,62.19159821,3.889673859,5.389499444,87.74093409
1/4/2025 0:00,1:02:00,0:01:00,48.44183907,67.98048154,3.736695148,15.23726315,113.4538701
1/4/2025 0:00,1:03:00,0:01:00,61.90990601,48.00883865,3.248680429,0.120657105,90.52973724
1/4/2025 0:00,1:03:00,0:00:00,50.10286281,50.65641815,1.548359217,2.361385705,95.11041281
1/4/2025 0:00,1:04:00,0:01:00,51.66589275,59.46775025,3.774989245,6.191238798,98.95952404
1/4/2025 0:00,1:05:00,0:01:00,49.68100546,40.38544438,2.563076209,1.181797266,73.69142735
1/4/2025 0:00,1:05:00,0:00:00,29.65017874,70.50905169,3.714734935,7.399922867,75.32734899
1/4/2025 0:00,1:06:00,0:01:00,77.81451858,66.18396656,4.496965094,9.168888933,93.23345973
1/4/2025 0:00,1:06:00,0:00:00,68.1570477,76.63888072,3.944234637,6.345539454,61.18373301
1/4/2025 0:00,1:07:00,0:01:00,84.8363683,61.9974826,3.091497712,5.686785703,91.78757904
1/4/2025 0:00,1:07:00,0:00:00,41.95901399,102.8905813,4.410678543,9.802875337,455.648918
1/4/2025 0:00,1:08:00,0:01:00,64.26858052,58.57664162,2.880592866,9.799176341,75.98070455
1/4/2025 0:00,1:09:00,0:01:00,70.20261429,64.72083953,2.374691709,0.827845817,72.70613383
1/4/2025 0:00,1:09:00,0:00:00,63.18917049,67.64261029,3.645997622,0.415357382,51.09659724
1/4/2025 0:00,1:10:00,0:01:00,99.67531985,67.18451847,3.543507513,6.880749362,52.37764488
1/4/2025 0:00,1:10:00,0:00:00,60.85727441,80.47308951,3.213318708,2.108958511,69.93863793
1/4/2025 0:00,1:11:00,0:01:00,40.34398623,67.02608085,3.840788473,0.028287053,70.85807247
1/4/2025 0:00,1:12:00,0:01:00,65.84790079,44.99895763,3.938362599,7.614815103,59.07725541
1/4/2025 0:00,1:12:00,0:00:00,67.63492802,66.35167037,2.24224266,0.16114017,98.29613697
1/4/2025 0:00,1:13:00,0:01:00,58.6169201,59.65446994,2.833349443,1.84923892,76.05122134
1/4/2025 0:00,1:13:00,0:00:00,54.78933978,59.99897225,4.153144216,0.832411838,66.22113225
1/4/2025 0:00,1:14:00,0:01:00,78.6317781,59.80079998,3.381029953,2.210440042,116.3141279
1/4/2025 0:00,1:14:00,0:00:00,32.67986582,116.7625628,3.776686442,1.424748386,53.51881178
1/4/2025 0:00,1:15:00,0:01:00,16.4158382,41.01778648,1.783764534,3.081119949,98.12196521
1/4/2025 0:00,1:15:00,0:00:00,48.47624777,66.28830717,1.696017407,6.235445507,102.4274162
1/4/2025 0:00,1:16:00,0:01:00,1.165860262,56.7548068,3.547330295,1.55211219,83.44600803
1/4/2025 0:00,1:16:00,0:00:00,39.08689211,59.0179172,3.133036489,20.83126975,88.03074014
1/4/2025 0:00,1:17:00,0:01:00,39.36248414,47.32448494,2.139996281,1.30269556,77.15565384
1/4/2025 0:00,1:17:00,0:00:00,46.8699234,63.64767853,1.766919552,0.214884559,78.23891157
1/4/2025 0:00,1:18:00,0:01:00,4.335227308,69.8211263,3.741152707,11.63036881,108.4850707
1/4/2025 0:00,1:18:00,0:00:00,69.34858838,70.95890781,3.627327007,2.350971416,64.31325456
1/4/2025 0:00,1:19:00,0:01:00,49.11479759,63.4575227,1.675049235,1.202814153,93.42953726
1/4/2025 0:00,1:19:00,0:00:00,19.60263925,79.33632703,3.087437461,0.937438709,98.77078663
1/4/2025 0:00,1:20:00,0:01:00,74.61291608,54.8711643,2.019990059,0.378748357,66.86462566
1/4/2025 0:00,1:20:00,0:00:00,63.93515725,62.96881496,2.870873529,7.590361906,71.98922572
1/4/2025 0:00,1:22:00,0:02:00,36.63701617,59.71307612,4.062678205,3.222182638,74.93662505
1/4/2025 0:00,1:22:00,0:00:00,55.56771391,64.51790756,3.891762448,2.723185122,86.74652374
1/4/2025 0:00,1:23:00,0:01:00,29.34714604,63.37466387,3.116828686,8.004835315,81.62858939
1/4/2025 0:00,1:24:00,0:01:00,44.148105,65.28892096,3.97106973,1.03104054,95.06545194
1/4/2025 0:00,1:24:00,0:00:00,34.07736989,69.15113445,3.99179445,6.261919653,80.25277538
1/4/2025 0:00,1:25:00,0:01:00,50.93363468,52.65047727,2.259349694,4.542446684,84.27750418
1/4/2025 0:00,1:25:00,0:00:00,31.90817573,66.13778335,2.735846576,1.153568791,44.92180876
1/4/2025 0:00,1:26:00,0:01:00,34.65454855,57.00133766,3.595902981,2.109833337,88.65781882
1/4/2025 0:00,1:26:00,0:00:00,53.87597428,75.71254736,3.055768945,3.895573046,100.0736571
1/4/2025 0:00,1:27:00,0:01:00,36.91316258,38.57310717,2.352884152,2.484747997,83.95695238
1/4/2025 0:00,1:27:00,0:00:00,42.49409661,70.37362117,3.537647985,5.931219101,28.78600513
1/4/2025 0:00,1:28:00,0:01:00,46.05784024,52.19056652,1.559489813,1.81183706,94.82961689
1/4/2025 0:00,1:28:00,0:00:00,15.37386381,56.40708909,4.214308328,1.925103983,87.05732304
1/4/2025 0:00,1:29:00,0:01:00,170.479507,50.33290278,2.393330646,2.63770468,56.55309406
1/4/2025 0:00,1:29:00,0:00:00,54.44087096,83.8043916,3.725834769,0.527654614,90.12430374
1/4/2025 0:00,1:30:00,0:01:00,52.40699831,52.900481,2.182965964,5.426561614,83.29217401
1/4/2025 0:00,1:30:00,0:00:00,47.31604621,55.07729206,4.404500501,1.7090382,58.0676111
1/4/2025 0:00,1:31:00,0:01:00,67.30542315,70.36544076,3.071563291,1.801662667,84.78521734
1/4/2025 0:00,1:32:00,0:01:00,32.81123626,45.96159981,4.00586626,1.042104389,93.94841676
1/4/2025 0:00,1:32:00,0:00:00,43.38682675,61.8356062,2.910831678,9.699526261,64.18231925
1/4/2025 0:00,1:33:00,0:01:00,43.97470631,55.24435941,3.360373133,1.872377804,77.62534435
1/4/2025 0:00,1:33:00,0:00:00,44.20002231,63.77751113,3.135192666,0.135624156,69.00357279
1/4/2025 0:00,1:34:00,0:01:00,37.06327392,39.70814381,2.50141102,3.84531292,59.6440948
1/4/2025 0:00,1:34:00,0:00:00,35.70671766,51.80991884,3.182015984,1.695813389,113.601392
1/4/2025 0:00,1:35:00,0:01:00,53.11158938,64.45787849,4.097290476,3.058221817,85.3529721
1/4/2025 0:00,1:35:00,0:00:00,76.85590631,73.17522242,2.418490593,3.173289001,96.6334335
1/4/2025 0:00,1:36:00,0:01:00,58.07776189,36.77038122,1.602448907,3.0335824,52.33546086
1/4/2025 0:00,1:36:00,0:00:00,45.93403511,68.43440859,3.679023473,6.413676051,76.09610117
1/4/2025 0:00,1:37:00,0:01:00,146.7607141,59.34352615,1.556112052,2.18996042,76.19608088
1/4/2025 0:00,1:37:00,0:00:00,67.34788986,64.67658019,3.095455388,0.622394869,56.56014821
1/4/2025 0:00,1:38:00,0:01:00,51.98251585,41.18962952,2.550119294,0.046315474,41.50114293
1/4/2025 0:00,1:38:00,0:00:00,25.80069943,69.91153132,1.517584656,0.591557935,61.42613506
1/4/2025 0:00,1:39:00,0:01:00,58.15758102,66.57393188,4.184598065,10.08369845,94.8818525
1/4/2025 0:00,1:40:00,0:01:00,59.30768154,64.59322599,4.238004739,15.5208358,13.62562272
1/4/2025 0:00,1:40:00,0:00:00,72.81571601,79.12349218,2.536671203,2.815787131,80.87199525
1/4/2025 0:00,1:41:00,0:01:00,39.83032852,65.244738,1.72351679,8.907599008,110.1289052
1/4/2025 0:00,1:42:00,0:01:00,24.34606755,51.04045788,3.742645702,0.483821329,92.41692226
1/4/2025 0:00,1:42:00,0:00:00,53.33587329,63.91434345,4.019224686,1.92588245,92.23769945
1/4/2025 0:00,1:43:00,0:01:00,33.09922977,57.31189388,2.670879519,4.347668094,75.0215658
1/4/2025 0:00,1:43:00,0:00:00,16.8872128,62.45900551,2.09048395,7.729421775,96.76084778
1/4/2025 0:00,1:44:00,0:01:00,63.76216049,61.64583095,3.49236935,4.81375651,83.69090117
1/4/2025 0:00,1:45:00,0:01:00,37.62044863,59.68950965,4.364245228,0.928433074,94.10931387
1/4/2025 0:00,1:45:00,0:00:00,33.67871623,62.92945489,1.932704282,15.64859086,15.87778778
1/4/2025 0:00,1:46:00,0:01:00,60.63397468,45.1389695,1.796151952,2.948686871,63.10289152
1/4/2025 0:00,1:46:00,0:00:00,55.18957646,66.68764161,3.236963698,0.372962024,112.3217365
1/4/2025 0:00,1:47:00,0:01:00,45.32240793,57.45655228,1.601549961,9.376127521,97.31885496
1/4/2025 0:00,1:47:00,0:00:00,62.84215518,65.33841904,2.151111525,5.06614589,79.79329285
1/4/2025 0:00,1:48:00,0:01:00,69.08329028,59.21917902,4.044601549,0.019961859,82.00215149
1/4/2025 0:00,1:49:00,0:01:00,56.0386337,45.73011742,3.803607153,2.89161511,74.74515406
1/4/2025 0:00,1:49:00,0:00:00,171.7180081,70.5836188,2.059126713,0.38195418,59.6591113
1/4/2025 0:00,1:50:00,0:01:00,56.57533703,59.3192526,1.667221082,4.989477546,109.4611178
1/4/2025 0:00,1:50:00,0:00:00,40.26674385,74.45616879,3.619573169,1.690195196,575.2799889
1/4/2025 0:00,1:51:00,0:01:00,84.19416057,59.27919321,3.378245191,12.3330393,61.97251325
1/4/2025 0:00,1:51:00,0:00:00,75.84587494,60.74068292,2.748562474,5.144583545,73.38343054
1/4/2025 0:00,1:52:00,0:01:00,57.25022023,66.22496539,3.221810096,2.433786726,107.0128529
1/4/2025 0:00,1:52:00,0:00:00,31.74391027,74.93339419,3.242902432,13.12863845,78.05073308
1/4/2025 0:00,1:53:00,0:01:00,22.51653095,39.24529496,3.437657728,1.293395916,77.21961313
1/4/2025 0:00,1:53:00,0:00:00,25.83296101,69.49616624,2.707334477,1.641426595,56.08753662
1/4/2025 0:00,1:54:00,0:01:00,45.61882824,47.4082058,3.394249156,0.061657814,86.85901534
1/4/2025 0:00,1:55:00,0:01:00,84.43385224,59.96153851,1.668951997,14.20266524,69.76577239
1/4/2025 0:00,1:55:00,0:00:00,38.33012813,62.52285835,2.495098218,6.098188612,66.59915029
1/4/2025 0:00,1:56:00,0:01:00,85.12203179,57.76492249,2.366494953,7.000830151,89.30040483
1/4/2025 0:00,1:56:00,0:00:00,83.51837575,68.72405747,3.529886792,1.464179986,75.1657416
1/4/2025 0:00,1:57:00,0:01:00,33.80711081,52.3569525,2.566589776,6.820477718,63.09462864
1/4/2025 0:00,1:57:00,0:00:00,60.06657548,63.18570522,2.369456212,5.444870031,78.39479046
1/4/2025 0:00,1:58:00,0:01:00,10.25379541,61.93859422,3.637718158,2.935140227,65.07537002
1/4/2025 0:00,1:58:00,0:00:00,55.56159191,67.06793506,1.740346941,6.744830129,77.6703732
1/4/2025 0:00,1:59:00,0:01:00,39.34296918,61.76744756,4.335854884,9.479115308,97.32809966
1/4/2025 0:00,1:59:00,0:00:00,35.03856391,69.30515157,3.23399622,0.823338168,79.85129124
1/4/2025 0:00,2:00:00,0:01:00,40.75001694,65.20751356,2.880826243,2.02976425,71.94606368
1/4/2025 0:00,2:01:00,0:01:00,35.05767478,67.28645078,4.181691628,0.021780289,61.80072708
1/4/2025 0:00,2:01:00,0:00:00,31.80695948,70.06749636,3.649303232,8.006918105,97.10037336
1/4/2025 0:00,2:02:00,0:01:00,54.62923165,57.05634828,2.032998629,1.591700797,78.30463248
1/4/2025 0:00,2:03:00,0:01:00,67.42090586,57.00286885,2.682516233,6.86734046,97.101197
1/4/2025 0:00,2:04:00,0:01:00,50.94209396,91.03201276,2.215970869,10.34428957,82.99584424
1/4/2025 0:00,2:05:00,0:01:00,67.46132133,69.21799412,3.854092228,8.860010743,75.85459765
1/4/2025 0:00,2:06:00,0:01:00,42.20475728,59.70794228,3.075218386,9.988533149,886.7885232
1/4/2025 0:00,2:06:00,0:00:00,39.22379282,82.92516574,3.7248352,0.367728625,85.23793696
1/4/2025 0:00,2:07:00,0:01:00,61.21522536,63.85685927,2.601643212,2.530324829,86.11731076
1/4/2025 0:00,2:08:00,0:01:00,7.613972646,49.89619495,3.481999469,6.478285956,69.44018934
1/4/2025 0:00,2:08:00,0:00:00,55.30514047,74.19302649,2.476332144,8.74964226,66.43952825
1/4/2025 0:00,2:09:00,0:01:00,53.72323911,46.61306763,1.528822937,9.834969771,112.6486343
1/4/2025 0:00,2:09:00,0:00:00,32.15070065,66.65026617,1.627514261,0.655108155,51.17374258
1/4/2025 0:00,2:10:00,0:01:00,66.76293794,40.41285055,1.701445474,0.359503643,51.5034012
1/4/2025 0:00,2:10:00,0:00:00,48.24892907,67.23623511,2.988467027,3.50382855,72.03401571
1/4/2025 0:00,2:11:00,0:01:00,28.01502885,67.1101011,3.135249527,2.150339531,57.99098531
1/4/2025 0:00,2:12:00,0:01:00,75.68988755,50.01149729,3.891203624,2.133900169,55.00928019
1/4/2025 0:00,2:13:00,0:01:00,63.0097928,48.80416746,2.507853152,5.601853844,95.04243685
1/4/2025 0:00,2:13:00,0:00:00,55.69023965,62.81353023,3.184697636,2.596785944,133.1836281
1/4/2025 0:00,2:16:00,0:03:00,48.53053891,49.49975525,2.882965039,0.577266273,101.1353609
1/4/2025 0:00,2:17:00,0:01:00,40.17551171,53.26468607,4.192752351,9.099920751,59.46151852
1/4/2025 0:00,2:17:00,0:00:00,33.49976203,63.20955077,3.181555737,0.055061084,98.32476585
1/4/2025 0:00,2:18:00,0:01:00,40.45187537,63.4266283,2.193081058,10.81623381,60.52198355
1/4/2025 0:00,2:18:00,0:00:00,83.71740304,65.07344341,3.880308021,4.746789794,80.78268033
1/4/2025 0:00,2:19:00,0:01:00,56.37674807,54.06600431,2.290188957,7.822546324,50.66792911
1/4/2025 0:00,2:19:00,0:00:00,35.78616015,72.93166582,3.524875199,5.863526206,55.48393541
1/4/2025 0:00,2:20:00,0:01:00,52.17569812,59.81005485,3.081220481,0.038573148,98.5336876
1/4/2025 0:00,2:20:00,0:00:00,61.80540622,70.70824517,3.06099184,3.17054984,81.64416157
1/4/2025 0:00,2:21:00,0:01:00,97.60775492,55.25950117,3.782706178,18.09126817,94.67295102
1/4/2025 0:00,2:21:00,0:00:00,64.20849068,66.40626249,2.868016408,2.260089172,61.85278881
1/4/2025 0:00,2:22:00,0:01:00,46.3653151,49.796573,3.47863466,0.470303808,87.91059853
1/4/2025 0:00,2:22:00,0:00:00,48.20548847,59.61172273,1.929994606,0.726289369,79.3121835
1/4/2025 0:00,2:23:00,0:01:00,1.404894046,56.15798995,3.455563788,11.81209076,91.67860942
1/4/2025 0:00,2:23:00,0:00:00,33.48461809,61.57450937,4.481850102,26.47064126,104.6002019
1/4/2025 0:00,2:24:00,0:01:00,63.48496617,67.51448949,3.553441898,9.247536108,82.94148739
1/4/2025 0:00,2:25:00,0:01:00,51.63722682,53.21952357,3.002881812,12.30296836,60.97262357
1/4/2025 0:00,2:25:00,0:00:00,36.38556782,64.15124164,2.639603011,2.909644785,89.16523881
1/4/2025 0:00,2:26:00,0:01:00,45.0521412,43.26004013,3.46053993,0.617401945,73.88730305
1/4/2025 0:00,2:27:00,0:01:00,22.79952847,69.31146701,2.313468238,1.690651694,91.3825252
1/4/2025 0:00,2:27:00,0:00:00,4.812582323,72.2758873,1.657355573,5.167000586,53.13297145
1/4/2025 0:00,2:28:00,0:01:00,44.19256312,65.66866665,1.506666417,2.964078191,64.21091436
1/4/2025 0:00,2:28:00,0:00:00,41.88526997,75.51779919,3.661729354,7.337756777,93.08024499
1/4/2025 0:00,2:29:00,0:01:00,46.88489383,44.44716594,2.178264468,0.73285154,46.99581957
1/4/2025 0:00,2:29:00,0:00:00,39.70270675,52.91786621,1.747253015,4.777523395,101.8754123
1/4/2025 0:00,2:30:00,0:01:00,47.69085366,54.0208265,3.891615259,12.30082103,82.96751794
1/4/2025 0:00,2:30:00,0:00:00,41.44331569,79.65397185,2.494726293,2.866708937,76.47848774
1/4/2025 0:00,2:31:00,0:01:00,59.49207846,53.40984152,2.695590267,2.82568388,103.3519026
1/4/2025 0:00,2:31:00,0:00:00,30.8053533,69.91512652,2.296355661,0.681388826,79.59786655
1/4/2025 0:00,2:32:00,0:01:00,40.63750932,55.08199989,3.578500657,0.99791574,97.61131147
1/4/2025 0:00,2:32:00,0:00:00,63.20977965,66.00318396,1.913784318,10.18330492,106.4917429
1/4/2025 0:00,2:33:00,0:01:00,72.17553321,54.67483693,4.012025497,0.042030785,71.70751269
1/4/2025 0:00,2:33:00,0:00:00,48.56971981,64.56012675,2.788241551,2.094880825,87.91138395
1/4/2025 0:00,2:34:00,0:01:00,30.02369464,59.09708431,2.537286176,0.862271754,80.93289731
